Mode,Expected Time,Actual Time,Correct Answers,Next Mode
1,750,653,4,2
1,750,983,0,0
2,1000,1273,3,1
1,750,238,0,0
2,1000,297,2,1
2,1000,1139,4,2
0,300,379,5,0
0,300,68,4,1
1,750,783,5,1
0,300,316,3,0
0,300,310,3,0
0,300,430,4,0
2,1000,366,2,1
0,300,103,3,0
2,1000,913,1,1
2,1000,328,2,1
0,300,579,5,0
0,300,76,1,0
1,750,1380,3,0
2,1000,997,4,2
2,1000,471,5,2
1,750,639,0,0
1,750,1097,5,1
0,300,317,0,0
2,1000,1564,4,1
2,1000,228,3,1
2,1000,1617,4,1
1,750,62,1,0
1,750,677,5,2
2,1000,919,1,1
0,300,591,4,0
1,750,852,3,0
1,750,226,4,2
2,1000,1700,0,1
1,750,763,5,1
0,300,66,4,1
2,1000,376,1,1
0,300,552,5,0
2,1000,771,4,2
1,750,202,4,2
2,1000,1207,1,1
0,300,465,1,0
1,750,1327,0,0
1,750,568,4,2
0,300,582,0,0
0,300,207,0,0
2,1000,1344,4,2
1,750,305,3,0
1,750,1351,4,0
1,750,679,3,0
2,1000,1318,0,1
2,1000,902,3,1
1,750,487,5,2
0,300,259,2,0
0,300,293,1,0
2,1000,347,5,2
2,1000,1053,5,2
0,300,536,5,0
2,1000,307,4,2
2,1000,480,4,2
2,1000,1524,0,1
2,1000,261,3,1
1,750,859,5,1
1,750,995,4,1
1,750,733,4,2
0,300,585,1,0
1,750,102,3,0
2,1000,1949,1,1
2,1000,476,2,1
1,750,1403,1,0
1,750,1086,3,0
2,1000,1923,2,1
1,750,387,2,0
2,1000,1486,5,2
1,750,1366,2,0
0,300,585,2,0
2,1000,822,0,1
2,1000,354,0,1
2,1000,162,2,1
2,1000,1132,5,2
2,1000,359,4,2
2,1000,1188,3,1
1,750,1462,1,0
1,750,287,1,0
0,300,77,1,0
2,1000,1565,2,1
2,1000,1462,1,1
1,750,103,3,0
0,300,168,0,0
2,1000,1002,0,1
2,1000,1989,2,1
2,1000,1049,3,1
2,1000,524,5,2
0,300,86,2,0
1,750,775,4,1
1,750,829,0,0
1,750,59,4,2
2,1000,1043,0,1
1,750,1165,3,0
1,750,825,4,1
0,300,110,3,0
1,750,144,5,2
2,1000,1624,4,1
2,1000,43,0,1
2,1000,1806,4,1
1,750,1216,3,0
1,750,1056,2,0
2,1000,1250,3,1
1,750,817,5,1
1,750,604,5,2
2,1000,706,2,1
0,300,133,1,0
2,1000,58,4,2
2,1000,712,4,2
2,1000,950,0,1
0,300,436,2,0
2,1000,979,1,1
2,1000,892,0,1
1,750,669,5,2
0,300,283,3,0
2,1000,1070,5,2
1,750,475,1,0
2,1000,862,3,1
2,1000,1153,0,1
1,750,543,2,0
2,1000,98,0,1
1,750,738,4,2
2,1000,1010,3,1
1,750,963,5,1
1,750,392,3,0
2,1000,1995,2,1
2,1000,582,3,1
0,300,46,3,0
0,300,510,0,0
1,750,115,5,2
1,750,714,3,0
1,750,1024,5,1
0,300,105,1,0
1,750,1340,1,0
2,1000,349,2,1
2,1000,645,4,2
0,300,271,0,0
1,750,1214,2,0
1,750,1062,2,0
2,1000,90,3,1
2,1000,1506,2,1
2,1000,343,4,2
2,1000,1842,0,1
1,750,503,5,2
0,300,89,1,0
1,750,923,1,0
2,1000,1788,5,1
1,750,1278,4,0
1,750,828,4,1
2,1000,1475,4,2
0,300,108,0,0
2,1000,957,2,1
1,750,120,1,0
2,1000,862,4,2
2,1000,1097,0,1
2,1000,1171,4,2
2,1000,297,4,2
2,1000,784,2,1
2,1000,1249,4,2
2,1000,1814,5,1
1,750,398,4,2
1,750,302,1,0
2,1000,1708,3,1
2,1000,649,1,1
1,750,526,3,0
2,1000,869,4,2
2,1000,1340,5,2
2,1000,1792,2,1
2,1000,904,3,1
0,300,246,2,0
1,750,421,1,0
0,300,289,4,1
1,750,1378,1,0
1,750,512,1,0
0,300,343,4,0
2,1000,1169,1,1
1,750,428,2,0
1,750,556,2,0
0,300,228,3,0
0,300,61,2,0
0,300,371,5,0
2,1000,396,5,2
2,1000,1509,1,1
0,300,403,0,0
0,300,314,3,0
1,750,903,4,1
2,1000,302,3,1
2,1000,1243,4,2
2,1000,353,2,1
2,1000,1537,0,1
2,1000,444,5,2
2,1000,37,5,2
2,1000,1922,5,1
1,750,483,2,0
1,750,541,0,0
2,1000,1348,2,1
2,1000,1476,3,1
2,1000,1026,2,1
0,300,333,4,0
2,1000,170,4,2
1,750,644,5,2
1,750,664,2,0
2,1000,313,0,1
2,1000,1391,4,2
1,750,427,2,0
2,1000,582,1,1
2,1000,1195,5,2
2,1000,1390,4,2
2,1000,115,1,1
1,750,1394,0,0
0,300,183,4,1
1,750,904,2,0
2,1000,1817,3,1
2,1000,837,4,2
0,300,380,4,0
2,1000,336,2,1
2,1000,168,0,1
2,1000,1109,1,1
2,1000,969,0,1
0,300,511,2,0
2,1000,380,1,1
0,300,341,4,0
2,1000,1624,2,1
1,750,1147,5,0
2,1000,158,3,1
2,1000,28,4,2
2,1000,909,3,1
1,750,1389,5,0
1,750,1174,4,0
1,750,550,4,2
1,750,720,2,0
2,1000,1814,1,1
1,750,1345,5,0
2,1000,185,0,1
1,750,767,4,1
2,1000,666,5,2
2,1000,99,5,2
2,1000,1624,1,1
0,300,331,1,0
2,1000,679,4,2
0,300,194,3,0
2,1000,1820,0,1
2,1000,1707,1,1
2,1000,1064,0,1
2,1000,1172,3,1
2,1000,747,4,2
0,300,3,5,1
2,1000,262,1,1
2,1000,1714,5,1
2,1000,1325,3,1
2,1000,259,5,2
2,1000,703,4,2
0,300,259,3,0
2,1000,1250,0,1
0,300,47,0,0
2,1000,1263,3,1
0,300,152,1,0
2,1000,1648,4,1
2,1000,1697,3,1
2,1000,702,2,1
0,300,62,2,0
1,750,595,5,2
2,1000,235,0,1
2,1000,1940,0,1
0,300,495,1,0
2,1000,95,4,2
2,1000,703,2,1
2,1000,367,5,2
0,300,33,3,0
2,1000,1081,1,1
2,1000,1820,2,1
2,1000,1086,1,1
1,750,602,3,0
0,300,491,4,0
2,1000,1342,0,1
2,1000,1695,0,1
0,300,307,4,0
2,1000,1030,2,1
1,750,391,4,2
2,1000,762,0,1
2,1000,968,0,1
0,300,415,2,0
1,750,1244,0,0
2,1000,1024,5,2
1,750,1231,1,0
1,750,696,3,0
1,750,1126,3,0
0,300,304,5,0
2,1000,1992,4,1
2,1000,1889,3,1
1,750,936,5,1
0,300,121,1,0
2,1000,879,0,1
1,750,1437,5,0
2,1000,1581,3,1
2,1000,428,1,1
2,1000,449,1,1
2,1000,1196,0,1
1,750,1062,5,1
2,1000,1312,2,1
0,300,327,2,0
0,300,520,0,0
2,1000,1374,5,2
0,300,538,3,0
1,750,721,4,2
2,1000,710,3,1
2,1000,461,4,2
1,750,1265,4,0
2,1000,773,1,1
1,750,984,4,1
2,1000,494,5,2
1,750,146,2,0
2,1000,1529,1,1
1,750,1240,3,0
1,750,1094,4,1
1,750,174,1,0
2,1000,1768,3,1
1,750,1132,1,0
2,1000,1671,4,1
2,1000,1280,4,2
1,750,479,1,0
0,300,566,0,0
2,1000,1603,3,1
1,750,404,5,2
0,300,74,1,0
2,1000,1934,2,1
1,750,627,3,0
1,750,139,1,0
0,300,13,5,1
1,750,570,0,0
1,750,1490,5,0
2,1000,1458,2,1
1,750,983,4,1
2,1000,857,4,2
2,1000,750,1,1
1,750,906,4,1
1,750,1000,2,0
1,750,344,5,2
2,1000,448,3,1
2,1000,873,0,1
2,1000,1470,1,1
2,1000,257,1,1
2,1000,110,3,1
1,750,23,3,0
1,750,906,2,0
2,1000,234,5,2
2,1000,1950,5,1
1,750,1305,0,0
2,1000,519,4,2
2,1000,1128,5,2
2,1000,1785,4,1
1,750,360,4,2
2,1000,164,3,1
2,1000,1099,1,1
2,1000,565,5,2
1,750,122,0,0
1,750,685,4,2
1,750,1331,0,0
0,300,43,5,1
1,750,115,2,0
2,1000,1555,2,1
1,750,537,1,0
0,300,41,4,1
1,750,1273,0,0
1,750,88,1,0
0,300,209,4,1
0,300,369,5,0
2,1000,1579,1,1
2,1000,1806,1,1
2,1000,838,2,1
1,750,1371,5,0
2,1000,305,5,2
2,1000,885,2,1
0,300,61,1,0
1,750,1348,5,0
1,750,1019,4,1
2,1000,312,4,2
2,1000,1113,5,2
2,1000,658,4,2
2,1000,695,4,2
2,1000,423,5,2
1,750,50,0,0
2,1000,349,3,1
2,1000,763,1,1
1,750,206,1,0
2,1000,1626,4,1
1,750,333,5,2
2,1000,308,0,1
1,750,209,4,2
2,1000,1966,5,1
2,1000,1605,4,1
2,1000,239,4,2
2,1000,430,5,2
2,1000,1979,3,1
1,750,430,5,2
1,750,353,3,0
0,300,325,5,0
2,1000,1493,1,1
2,1000,1925,2,1
1,750,947,2,0
1,750,386,1,0
2,1000,1083,5,2
1,750,950,4,1
1,750,482,0,0
1,750,1090,4,1
1,750,397,0,0
2,1000,1406,1,1
2,1000,75,0,1
0,300,502,0,0
1,750,521,4,2
0,300,270,4,1
1,750,986,1,0
2,1000,89,3,1
1,750,842,1,0
2,1000,686,5,2
0,300,458,5,0
1,750,1409,5,0
0,300,341,5,0
2,1000,482,2,1
0,300,438,5,0
1,750,806,2,0
2,1000,1417,0,1
0,300,89,2,0
2,1000,908,5,2
2,1000,1931,1,1
2,1000,1351,2,1
1,750,1129,3,0
2,1000,574,5,2
2,1000,57,5,2
2,1000,431,5,2
1,750,705,5,2
2,1000,845,3,1
2,1000,1482,1,1
2,1000,704,0,1
1,750,288,1,0
1,750,686,4,2
1,750,96,0,0
1,750,1282,0,0
2,1000,942,2,1
2,1000,820,3,1
0,300,485,5,0
2,1000,144,0,1
1,750,768,1,0
2,1000,1635,0,1
1,750,87,0,0
0,300,400,1,0
2,1000,1249,2,1
2,1000,1932,4,1
2,1000,1473,0,1
1,750,1258,5,0
1,750,151,5,2
2,1000,1786,1,1
2,1000,152,1,1
1,750,662,3,0
2,1000,65,5,2
2,1000,202,1,1
0,300,461,0,0
0,300,466,0,0
1,750,541,5,2
2,1000,683,5,2
2,1000,783,2,1
1,750,1021,5,1
1,750,250,5,2
0,300,48,5,1
2,1000,510,3,1
2,1000,1214,5,2
2,1000,1698,0,1
2,1000,1346,3,1
2,1000,1454,5,2
0,300,9,5,1
2,1000,1095,5,2
2,1000,1911,1,1
1,750,8,4,2
1,750,378,0,0
0,300,401,2,0
2,1000,921,4,2
1,750,544,3,0
2,1000,1420,2,1
2,1000,1010,2,1
2,1000,1667,5,1
1,750,673,1,0
1,750,292,3,0
2,1000,1454,0,1
2,1000,198,1,1
1,750,1128,2,0
1,750,1096,0,0
0,300,394,1,0
2,1000,1861,1,1
1,750,903,3,0
1,750,195,3,0
1,750,798,0,0
2,1000,131,1,1
1,750,1042,0,0
2,1000,1270,3,1
2,1000,1409,0,1
1,750,744,0,0
1,750,1219,4,0
0,300,255,5,1
1,750,348,2,0
1,750,20,1,0
2,1000,1257,5,2
1,750,438,4,2
2,1000,1001,5,2
1,750,963,1,0
1,750,660,1,0
2,1000,2,4,2
1,750,555,4,2
1,750,790,3,0
2,1000,890,0,1
1,750,650,5,2
2,1000,409,2,1
1,750,765,0,0
1,750,1241,1,0
2,1000,1575,5,1
1,750,1077,0,0
2,1000,1667,4,1
1,750,489,4,2
2,1000,61,4,2
1,750,1238,4,0
1,750,578,5,2
2,1000,1876,2,1
2,1000,1889,4,1
2,1000,164,5,2
2,1000,781,1,1
2,1000,63,0,1
2,1000,713,0,1
1,750,198,2,0
2,1000,359,0,1
2,1000,1913,2,1
1,750,658,5,2
2,1000,1410,4,2
1,750,1181,4,0
1,750,789,4,1
2,1000,1192,4,2
0,300,460,3,0
0,300,17,1,0
2,1000,828,2,1
2,1000,1591,1,1
2,1000,1392,4,2
2,1000,16,0,1
1,750,446,4,2
0,300,400,3,0
0,300,391,0,0
2,1000,1124,0,1
1,750,1214,0,0
1,750,817,3,0
1,750,1069,4,1
1,750,768,5,1
2,1000,1732,2,1
1,750,486,5,2
1,750,813,0,0
0,300,204,1,0
2,1000,1924,0,1
2,1000,1482,2,1
0,300,25,5,1
2,1000,1183,5,2
1,750,1111,1,0
2,1000,256,1,1
2,1000,285,4,2
2,1000,1495,4,2
2,1000,955,3,1
2,1000,726,1,1
1,750,211,3,0
1,750,990,5,1
1,750,559,1,0
1,750,1485,1,0
0,300,578,1,0
2,1000,1440,4,2
2,1000,265,3,1
2,1000,260,0,1
1,750,480,2,0
2,1000,1952,4,1
2,1000,766,2,1
0,300,480,1,0
1,750,1119,1,0
2,1000,1374,3,1
2,1000,1593,5,1
1,750,407,5,2
1,750,1299,3,0
1,750,834,3,0
1,750,623,3,0
2,1000,1544,4,1
2,1000,1222,3,1
2,1000,1854,4,1
1,750,837,3,0
2,1000,1356,1,1
1,750,122,5,2
1,750,928,1,0
1,750,284,3,0
0,300,546,1,0
2,1000,658,3,1
2,1000,1951,5,1
1,750,929,2,0
2,1000,1011,2,1
0,300,278,4,1
2,1000,854,0,1
2,1000,1221,4,2
1,750,605,3,0
2,1000,401,5,2
0,300,481,2,0
0,300,26,4,1
2,1000,1476,4,2
1,750,1330,0,0
2,1000,1838,1,1
1,750,113,3,0
0,300,445,2,0
1,750,897,5,1
1,750,854,2,0
2,1000,1358,1,1
1,750,712,1,0
1,750,120,5,2
0,300,393,5,0
2,1000,704,2,1
1,750,831,5,1
0,300,275,1,0
2,1000,1929,0,1
0,300,15,4,1
1,750,193,3,0
2,1000,1066,0,1
2,1000,129,2,1
2,1000,1038,0,1
1,750,705,3,0
1,750,1215,4,0
2,1000,966,4,2
2,1000,563,1,1
2,1000,1525,4,1
2,1000,1873,4,1
2,1000,183,3,1
2,1000,1141,3,1
1,750,700,4,2
1,750,673,3,0
2,1000,565,3,1
1,750,58,0,0
2,1000,93,3,1
0,300,553,2,0
2,1000,252,3,1
1,750,133,1,0
0,300,342,0,0
0,300,338,1,0
1,750,1055,2,0
1,750,630,1,0
2,1000,613,0,1
2,1000,1338,3,1
1,750,663,3,0
0,300,85,0,0
0,300,332,2,0
0,300,533,3,0
2,1000,36,5,2
1,750,306,4,2
2,1000,328,4,2
2,1000,600,2,1
2,1000,997,0,1
0,300,266,0,0
2,1000,1194,4,2
1,750,799,0,0
2,1000,289,0,1
1,750,1276,2,0
0,300,160,0,0
2,1000,668,5,2
2,1000,794,0,1
1,750,1459,0,0
0,300,389,2,0
0,300,304,4,0
2,1000,6,1,1
2,1000,1035,4,2
2,1000,498,4,2
2,1000,253,0,1
2,1000,238,0,1
1,750,192,2,0
2,1000,1400,3,1
1,750,550,0,0
0,300,317,4,0
2,1000,162,0,1
2,1000,1954,4,1
2,1000,845,2,1
1,750,420,1,0
0,300,128,4,1
1,750,138,0,0
0,300,163,0,0
1,750,221,3,0
2,1000,410,4,2
1,750,1441,1,0
2,1000,1922,2,1
1,750,346,0,0
2,1000,1600,2,1
2,1000,601,4,2
2,1000,1201,5,2
1,750,809,5,1
1,750,1308,4,0
2,1000,1832,2,1
2,1000,1539,1,1
2,1000,610,2,1
2,1000,1011,1,1
2,1000,1011,4,2
1,750,1386,0,0
1,750,549,0,0
1,750,22,0,0
1,750,1293,2,0
1,750,960,3,0
2,1000,139,4,2
2,1000,1581,5,1
2,1000,1795,3,1
2,1000,530,4,2
2,1000,1814,0,1
1,750,83,4,2
1,750,1467,2,0
2,1000,220,1,1
0,300,338,3,0
2,1000,1458,4,2
2,1000,405,3,1
0,300,586,3,0
0,300,174,1,0
1,750,1212,0,0
2,1000,867,3,1
2,1000,1110,4,2
2,1000,626,5,2
2,1000,914,2,1
0,300,516,4,0
0,300,462,1,0
1,750,338,0,0
2,1000,794,1,1
1,750,1444,1,0
1,750,857,2,0
1,750,1042,1,0
2,1000,129,4,2
2,1000,1800,3,1
2,1000,1759,4,1
1,750,1213,2,0
2,1000,1571,3,1
2,1000,1849,0,1
0,300,229,2,0
1,750,991,4,1
1,750,364,0,0
2,1000,414,0,1
0,300,86,3,0
1,750,1007,2,0
2,1000,1236,3,1
2,1000,1781,4,1
1,750,865,3,0
1,750,288,2,0
1,750,2,4,2
1,750,345,5,2
2,1000,1945,3,1
1,750,1255,5,0
2,1000,120,3,1
1,750,193,0,0
1,750,818,4,1
2,1000,1162,2,1
0,300,352,0,0
2,1000,741,2,1
2,1000,1604,0,1
2,1000,1570,4,1
1,750,46,3,0
1,750,1172,4,0
1,750,1457,3,0
2,1000,627,1,1
2,1000,449,5,2
2,1000,1568,3,1
1,750,604,1,0
2,1000,246,5,2
1,750,252,2,0
1,750,462,4,2
0,300,303,0,0
1,750,970,5,1
2,1000,701,3,1
1,750,47,1,0
2,1000,532,3,1
2,1000,1796,1,1
2,1000,767,2,1
2,1000,898,1,1
2,1000,207,4,2
2,1000,253,1,1
2,1000,320,5,2
2,1000,613,3,1
1,750,266,3,0
1,750,1283,0,0
1,750,437,5,2
1,750,313,1,0
1,750,1320,0,0
2,1000,590,4,2
2,1000,1499,1,1
1,750,1307,1,0
0,300,431,2,0
1,750,1076,0,0
2,1000,114,2,1
1,750,1010,3,0
1,750,1136,2,0
0,300,230,4,1
1,750,407,0,0
1,750,1241,3,0
2,1000,1640,5,1
2,1000,600,1,1
2,1000,273,2,1
2,1000,1577,1,1
2,1000,1323,4,2
2,1000,800,3,1
0,300,18,2,0
0,300,163,1,0
2,1000,1544,1,1
1,750,1233,5,0
0,300,296,2,0
2,1000,203,0,1
2,1000,1986,0,1
0,300,547,3,0
1,750,951,0,0
2,1000,1201,2,1
0,300,295,1,0
1,750,587,3,0
1,750,1349,0,0
0,300,260,5,1
0,300,182,4,1
1,750,1295,3,0
1,750,1023,3,0
0,300,102,1,0
2,1000,1372,2,1
2,1000,594,1,1
2,1000,1323,5,2
2,1000,1304,0,1
2,1000,1254,3,1
2,1000,1405,1,1
1,750,1242,5,0
2,1000,333,2,1
1,750,1229,0,0
2,1000,344,0,1
2,1000,859,3,1
1,750,204,3,0
2,1000,1718,3,1
2,1000,212,1,1
0,300,253,4,1
1,750,620,1,0
1,750,250,0,0
1,750,625,1,0
1,750,193,5,2
1,750,1392,4,0
2,1000,727,4,2
1,750,378,1,0
0,300,498,1,0
0,300,435,5,0
2,1000,310,4,2
0,300,514,2,0
1,750,1237,0,0
1,750,1264,4,0
1,750,936,0,0
2,1000,1235,3,1
1,750,1029,2,0
1,750,723,0,0
2,1000,94,5,2
2,1000,1831,4,1
1,750,1335,0,0
0,300,222,3,0
2,1000,69,0,1
1,750,1004,4,1
1,750,357,1,0
1,750,766,1,0
2,1000,325,5,2
1,750,954,1,0
1,750,762,3,0
2,1000,1385,0,1
2,1000,497,1,1
1,750,863,1,0
2,1000,474,0,1
2,1000,513,1,1
2,1000,910,1,1
1,750,340,3,0
2,1000,1586,2,1
0,300,20,2,0
2,1000,314,3,1
2,1000,564,3,1
1,750,1445,4,0
1,750,1435,2,0
2,1000,475,3,1
1,750,878,5,1
1,750,749,3,0
2,1000,1433,4,2
2,1000,804,0,1
0,300,478,4,0
2,1000,1186,1,1
1,750,709,0,0
1,750,224,0,0
2,1000,1319,0,1
1,750,163,4,2
2,1000,173,3,1
2,1000,1947,4,1
1,750,660,4,2
0,300,444,2,0
2,1000,587,2,1
1,750,207,4,2
1,750,15,3,0
0,300,141,3,0
0,300,574,3,0
2,1000,402,2,1
0,300,329,4,0
0,300,401,3,0
1,750,1115,5,1
2,1000,1249,1,1
0,300,148,4,1
1,750,1095,0,0
1,750,12,0,0
1,750,419,2,0
0,300,243,2,0
2,1000,297,3,1
2,1000,1607,0,1
0,300,406,3,0
0,300,29,5,1
2,1000,129,0,1
2,1000,22,3,1
0,300,236,3,0
2,1000,1256,4,2
1,750,719,3,0
1,750,927,5,1
2,1000,1598,3,1
2,1000,1632,1,1
0,300,300,3,0
2,1000,670,2,1
1,750,1255,1,0
1,750,1086,0,0
1,750,925,5,1
2,1000,992,3,1
2,1000,1794,0,1
1,750,1330,5,0
2,1000,1715,3,1
0,300,151,5,1
1,750,1381,1,0
1,750,1058,0,0
1,750,1308,3,0
2,1000,1656,0,1
0,300,267,1,0
1,750,531,4,2
1,750,951,5,1
1,750,804,4,1
0,300,62,0,0
2,1000,253,5,2
1,750,957,1,0
2,1000,1484,2,1
0,300,142,5,1
0,300,348,4,0
2,1000,1484,5,2
0,300,592,4,0
2,1000,1387,5,2
0,300,355,1,0
2,1000,171,1,1
1,750,922,1,0
1,750,484,4,2
2,1000,1812,5,1
2,1000,1868,3,1
2,1000,631,5,2
1,750,106,3,0
1,750,1017,5,1
2,1000,254,1,1
2,1000,1378,0,1
2,1000,328,5,2
1,750,486,1,0
2,1000,98,1,1
1,750,871,2,0
2,1000,103,5,2
1,750,718,2,0
0,300,94,3,0
1,750,1228,1,0
1,750,1107,3,0
2,1000,757,0,1
2,1000,1039,3,1
1,750,610,1,0
2,1000,716,5,2
2,1000,443,5,2
1,750,784,3,0
1,750,194,3,0
0,300,133,3,0
2,1000,1626,1,1
2,1000,1105,3,1
0,300,347,0,0
1,750,588,2,0
2,1000,951,4,2
1,750,294,0,0
1,750,1090,3,0
1,750,499,2,0
1,750,268,1,0
0,300,438,3,0
2,1000,146,5,2
0,300,124,1,0
1,750,1119,5,1
2,1000,1162,3,1
1,750,1252,2,0
1,750,26,3,0
2,1000,535,3,1
0,300,238,1,0
1,750,618,5,2
2,1000,1700,2,1
1,750,755,2,0
2,1000,1826,4,1
1,750,123,1,0
0,300,456,0,0
1,750,197,0,0
0,300,348,5,0
0,300,361,3,0
2,1000,1806,2,1
0,300,189,1,0
1,750,1460,4,0
2,1000,864,4,2
2,1000,414,3,1
1,750,1019,2,0
1,750,1037,3,0
1,750,954,5,1
1,750,547,0,0
0,300,1,4,1
1,750,917,2,0
1,750,607,5,2
1,750,230,0,0
2,1000,1370,2,1
1,750,1031,0,0
2,1000,500,1,1
1,750,659,0,0
2,1000,268,2,1
1,750,406,2,0
0,300,486,2,0
1,750,1170,3,0
1,750,369,4,2
1,750,766,4,1
0,300,130,2,0
0,300,202,3,0
2,1000,848,1,1
2,1000,1401,5,2
1,750,468,4,2
1,750,1256,2,0
2,1000,605,1,1
1,750,1279,1,0
2,1000,1382,0,1
2,1000,716,1,1
1,750,1082,1,0
2,1000,652,4,2
1,750,30,4,2
1,750,1131,3,0
1,750,948,3,0
2,1000,98,5,2
1,750,1383,2,0
2,1000,1745,5,1
1,750,459,5,2
1,750,1160,3,0
0,300,386,0,0
2,1000,933,0,1
1,750,1279,4,0
2,1000,1561,2,1
0,300,144,0,0
1,750,319,2,0
1,750,1410,5,0
2,1000,829,3,1
2,1000,1765,5,1
2,1000,853,3,1
1,750,657,2,0
0,300,218,1,0
1,750,1240,5,0
1,750,745,2,0
2,1000,76,1,1
1,750,348,1,0
0,300,115,2,0
0,300,420,4,0
1,750,345,1,0
1,750,35,3,0
2,1000,324,1,1
2,1000,1429,0,1
2,1000,1553,1,1
1,750,1263,0,0
2,1000,303,5,2
2,1000,1927,2,1
1,750,669,3,0
1,750,733,5,2
2,1000,1827,3,1
1,750,39,3,0
1,750,606,0,0
0,300,574,4,0
2,1000,1020,4,2
0,300,138,0,0
2,1000,1145,5,2
2,1000,4,3,1
2,1000,67,0,1
1,750,874,5,1
1,750,774,0,0
2,1000,1938,1,1
1,750,693,0,0
2,1000,817,3,1
2,1000,1420,3,1
0,300,357,5,0
2,1000,806,4,2
0,300,45,4,1
0,300,387,2,0
0,300,117,4,1
1,750,1441,5,0
1,750,832,4,1
2,1000,1375,1,1
2,1000,475,4,2
1,750,554,2,0
2,1000,1394,2,1
2,1000,178,5,2
2,1000,1847,2,1
1,750,1307,0,0
2,1000,1424,4,2
2,1000,484,2,1
1,750,1362,5,0
1,750,1263,5,0
2,1000,1550,1,1
2,1000,1368,0,1
2,1000,823,2,1
2,1000,126,3,1
2,1000,1302,3,1
2,1000,776,5,2
1,750,1017,0,0
2,1000,621,3,1
2,1000,1782,5,1
2,1000,1069,0,1
2,1000,45,2,1
2,1000,972,5,2
2,1000,873,1,1
1,750,472,4,2
1,750,80,2,0
2,1000,1584,4,1
1,750,1416,2,0
2,1000,11,3,1
2,1000,1608,1,1
0,300,264,1,0
2,1000,631,4,2
2,1000,1978,1,1
1,750,295,1,0
0,300,457,3,0
1,750,1009,3,0
1,750,796,3,0
1,750,346,1,0
2,1000,571,3,1
2,1000,789,2,1
2,1000,972,1,1
0,300,245,0,0
2,1000,1510,5,1
1,750,1475,5,0
0,300,318,0,0
2,1000,1241,1,1
0,300,419,4,0
2,1000,880,1,1
2,1000,1415,3,1
2,1000,713,2,1
1,750,564,3,0
1,750,894,4,1
0,300,487,4,0
1,750,1222,2,0
2,1000,680,3,1
0,300,480,5,0
2,1000,616,4,2
1,750,7,4,2
0,300,585,5,0
1,750,1123,1,0
1,750,188,3,0
0,300,544,3,0
2,1000,843,2,1
1,750,1083,4,1
1,750,105,3,0
1,750,464,2,0
1,750,521,5,2
2,1000,1036,5,2
1,750,41,2,0
1,750,1289,1,0
0,300,104,3,0
1,750,1160,2,0
2,1000,1033,5,2
1,750,485,5,2
1,750,1,1,0
1,750,454,1,0
2,1000,1150,3,1
2,1000,1914,4,1
1,750,538,3,0
2,1000,1300,0,1
2,1000,1100,1,1
2,1000,690,2,1
2,1000,634,5,2
2,1000,1342,2,1
2,1000,1428,2,1
1,750,34,5,2
1,750,1075,4,1
2,1000,663,1,1
2,1000,944,4,2
2,1000,1696,2,1
0,300,486,4,0
0,300,372,3,0
1,750,27,4,2
2,1000,1821,5,1
2,1000,1152,4,2
0,300,460,4,0
0,300,512,5,0
2,1000,1871,2,1
2,1000,1166,1,1
1,750,739,4,2
2,1000,1226,2,1
1,750,363,3,0
2,1000,1548,0,1
0,300,534,3,0
1,750,810,2,0
2,1000,357,4,2
0,300,394,3,0
0,300,185,3,0
2,1000,1268,1,1
0,300,525,0,0
2,1000,1282,3,1
2,1000,1100,3,1
2,1000,340,1,1
1,750,724,5,2
2,1000,620,4,2
2,1000,819,0,1
1,750,339,5,2
0,300,349,4,0
2,1000,475,1,1
2,1000,1112,5,2
2,1000,192,4,2
2,1000,1256,3,1
2,1000,81,4,2
1,750,150,0,0
2,1000,360,5,2
1,750,1108,5,1
0,300,179,5,1
1,750,899,1,0
2,1000,869,5,2
2,1000,312,5,2
0,300,13,1,0
1,750,1293,4,0
2,1000,1172,5,2
2,1000,397,1,1
2,1000,1631,5,1
0,300,263,1,0
1,750,126,3,0
2,1000,315,0,1
0,300,487,5,0
2,1000,65,1,1
2,1000,1242,1,1
1,750,440,0,0
1,750,1410,0,0
2,1000,348,5,2
2,1000,552,2,1
2,1000,921,2,1
2,1000,1893,4,1
2,1000,807,4,2
1,750,112,4,2
2,1000,1230,3,1
1,750,1354,4,0
2,1000,1907,2,1
0,300,455,5,0
2,1000,190,5,2
2,1000,1853,4,1
1,750,1064,4,1
2,1000,1264,0,1
0,300,15,2,0
2,1000,1944,4,1
1,750,362,0,0
0,300,248,5,1
1,750,354,2,0
1,750,943,2,0
1,750,651,5,2
2,1000,826,3,1
2,1000,1175,4,2
2,1000,1000,5,2
1,750,862,5,1
2,1000,883,2,1
0,300,98,3,0
2,1000,495,5,2
1,750,761,3,0
1,750,689,5,2
2,1000,224,2,1
2,1000,599,0,1
2,1000,1812,3,1
1,750,884,1,0
2,1000,204,4,2
2,1000,502,0,1
2,1000,1290,2,1
1,750,1007,4,1
1,750,489,5,2
2,1000,737,0,1
1,750,1370,2,0
2,1000,1099,2,1
2,1000,906,5,2
1,750,588,3,0
1,750,509,3,0
2,1000,875,3,1
2,1000,337,3,1
1,750,466,3,0
2,1000,382,5,2
1,750,764,4,1
2,1000,1094,1,1
1,750,560,2,0
2,1000,243,0,1
0,300,489,1,0
1,750,781,0,0
2,1000,1572,5,1
